Drug_ID,Drug_Name,Drug_Generic_Name,Drug_Manufacture_Name,Drug_Form,Drug_Strength
34680,ROSUVASTATIN CALCIUM,ROSUVASTATIN CALCIUM,USA,TABLET;ORAL,20MG
34681,ROSUVASTATIN CALCIUM,ROSUVASTATIN CALCIUM,USA,TABLET;ORAL,40MG
34682,NORGESTIMATE AND ETHINYL ESTRADIOL,ETHINYL ESTRADIOL; NORGESTIMATE,USA,TABLET;ORAL-28,"0.035MG,0.035MG,0.035MG;0.18MG,0.215MG,0.25MG"
34683,ACYCLOVIR,ACYCLOVIR,USA,OINTMENT;TOPICAL,5%
34684,TRIAMCINOLONE ACETONIDE,TRIAMCINOLONE ACETONIDE,USA,PASTE;DENTAL,0.10%
34685,DESOXIMETASONE,DESOXIMETASONE,USA,CREAM;TOPICAL,0.25%
34686,NOXAFIL,POSACONAZOLE,USA,SOLUTION;INTRAVENOUS,300MG/16.7ML (18MG/ML)
34687,MACRILEN,MACIMORELIN ACETATE,USA,FOR SOLUTION;ORAL,EQ 60MG BASE/POUCH
34688,LEVOFLOXACIN,LEVOFLOXACIN,USA,SOLUTION/DROPS;OPHTHALMIC,1.50%
34689,BUPRENORPHINE HYDROCHLORIDE AND NALOXONE HYDROCHLORIDE,BUPRENORPHINE HYDROCHLORIDE; NALOXONE HYDROCHLORIDE,USA,TABLET;SUBLINGUAL,EQ 2MG BASE;EQ 0.5MG BASE
34690,BUPRENORPHINE HYDROCHLORIDE AND NALOXONE HYDROCHLORIDE,BUPRENORPHINE HYDROCHLORIDE; NALOXONE HYDROCHLORIDE,USA,TABLET;SUBLINGUAL,EQ 8MG BASE;EQ 2MG BASE
34691,AMIKACIN SULFATE,AMIKACIN SULFATE,USA,INJECTABLE;INJECTION,EQ 250MG BASE/ML
34692,AMIKACIN SULFATE,AMIKACIN SULFATE,USA,INJECTABLE;INJECTION,EQ 50MG BASE/ML
34693,ESOMEPRAZOLE MAGNESIUM,ESOMEPRAZOLE MAGNESIUM,USA,"CAPSULE, DELAYED REL PELLETS;ORAL",EQ 20MG BASE
34694,ESOMEPRAZOLE MAGNESIUM,ESOMEPRAZOLE MAGNESIUM,USA,"CAPSULE, DELAYED REL PELLETS;ORAL",EQ 40MG BASE
34695,ETHACRYNIC ACID,ETHACRYNIC ACID,USA,TABLET;ORAL,25MG
34696,ROPIVACAINE HYDROCHLORIDE,ROPIVACAINE HYDROCHLORIDE,USA,SOLUTION;INJECTION,40MG/20ML (2MG/ML)
34697,ROPIVACAINE HYDROCHLORIDE,ROPIVACAINE HYDROCHLORIDE,USA,SOLUTION;INJECTION,200MG/100ML (2MG/ML)
34698,ROPIVACAINE HYDROCHLORIDE,ROPIVACAINE HYDROCHLORIDE,USA,SOLUTION;INJECTION,100MG/20ML (5MG/ML)
34699,ROPIVACAINE HYDROCHLORIDE,ROPIVACAINE HYDROCHLORIDE,USA,SOLUTION;INJECTION,150MG/30ML (5MG/ML)
34700,ROPIVACAINE HYDROCHLORIDE,ROPIVACAINE HYDROCHLORIDE,USA,SOLUTION;INJECTION,150MG/20ML (7.5MG/ML)
34701,ROPIVACAINE HYDROCHLORIDE,ROPIVACAINE HYDROCHLORIDE,USA,SOLUTION;INJECTION,100MG/10ML (10MG/ML)
34702,ROPIVACAINE HYDROCHLORIDE,ROPIVACAINE HYDROCHLORIDE,USA,SOLUTION;INJECTION,200MG/20ML (10MG/ML)
34703,UCERIS,BUDESONIDE,USA,"AEROSOL, FOAM;RECTAL",2MG/ACTUATION
34704,PALIPERIDONE,PALIPERIDONE,USA,"TABLET, EXTENDED RELEASE;ORAL",1.5mg
34705,PALIPERIDONE,PALIPERIDONE,USA,"TABLET, EXTENDED RELEASE;ORAL",3MG
34706,PALIPERIDONE,PALIPERIDONE,USA,"TABLET, EXTENDED RELEASE;ORAL",6MG
34707,PALIPERIDONE,PALIPERIDONE,USA,"TABLET, EXTENDED RELEASE;ORAL",9MG
34708,ESCITALOPRAM OXALATE,ESCITALOPRAM OXALATE,USA,TABLET;ORAL,EQ 5MG BASE
34709,ESCITALOPRAM OXALATE,ESCITALOPRAM OXALATE,USA,TABLET;ORAL,EQ 10MG BASE
34710,ESCITALOPRAM OXALATE,ESCITALOPRAM OXALATE,USA,TABLET;ORAL,EQ 20MG BASE
34711,DESOXIMETASONE,DESOXIMETASONE,USA,CREAM;TOPICAL,0.25%
34712,RIVASTIGMINE,RIVASTIGMINE,USA,"FILM, EXTENDED RELEASE;TRANSDERMAL",4.6MG/24HR
34713,RIVASTIGMINE,RIVASTIGMINE,USA,"FILM, EXTENDED RELEASE;TRANSDERMAL",9.5MG/24HR
34714,RIVASTIGMINE,RIVASTIGMINE,USA,"FILM, EXTENDED RELEASE;TRANSDERMAL",13.3MG/24HR
34715,ARNUITY ELLIPTA,FLUTICASONE FUROATE,USA,POWDER;INHALATION,0.1MG/INH
34716,ARNUITY ELLIPTA,FLUTICASONE FUROATE,USA,POWDER;INHALATION,0.2MG/INH
34717,ARNUITY ELLIPTA,FLUTICASONE FUROATE,USA,POWDER;INHALATION,0.05MG/INH
34718,"LAMIVUDINE, NEVIRAPINE AND ZIDOVUDINE",LAMIVUDINE; NEVIRAPINE; ZIDOVUDINE,USA,TABLET;ORAL,150MG;200MG;300MG
34719,HYDROMORPHONE HYDROCHLORIDE,HYDROMORPHONE HYDROCHLORIDE,USA,"TABLET, EXTENDED RELEASE;ORAL",8MG
34720,HYDROMORPHONE HYDROCHLORIDE,HYDROMORPHONE HYDROCHLORIDE,USA,"TABLET, EXTENDED RELEASE;ORAL",12MG
34721,HYDROMORPHONE HYDROCHLORIDE,HYDROMORPHONE HYDROCHLORIDE,USA,"TABLET, EXTENDED RELEASE;ORAL",16MG
34722,HYDROMORPHONE HYDROCHLORIDE,HYDROMORPHONE HYDROCHLORIDE,USA,"TABLET, EXTENDED RELEASE;ORAL",32MG
34723,NORGESTIMATE AND ETHINYL ESTRADIOL,ETHINYL ESTRADIOL; NORGESTIMATE,USA,TABLET;ORAL-28,0.035MG;0.25MG
34724,MORPHINE SULFATE,MORPHINE SULFATE,USA,"TABLET, EXTENDED RELEASE;ORAL",15MG
34725,MORPHINE SULFATE,MORPHINE SULFATE,USA,"TABLET, EXTENDED RELEASE;ORAL",30MG
34726,MORPHINE SULFATE,MORPHINE SULFATE,USA,"TABLET, EXTENDED RELEASE;ORAL",60MG
34727,MORPHINE SULFATE,MORPHINE SULFATE,USA,"TABLET, EXTENDED RELEASE;ORAL",100MG
34728,MORPHINE SULFATE,MORPHINE SULFATE,USA,"TABLET, EXTENDED RELEASE;ORAL",200MG
34729,PROAIR RESPICLICK,ALBUTEROL SULFATE,USA,"POWDER, METERED;INHALATION",EQ 0.09MG BASE/INH
34730,PROAIR DIGIHALER,ALBUTEROL SULFATE,USA,"POWDER, METERED;INHALATION",EQ 0.09MG BASE/INH
34731,BUNAVAIL,BUPRENORPHINE HYDROCHLORIDE; NALOXONE HYDROCHLORIDE,USA,FILM;BUCCAL,EQ 2.1MG BASE;EQ 0.3MG BASE
34732,BUNAVAIL,BUPRENORPHINE HYDROCHLORIDE; NALOXONE HYDROCHLORIDE,USA,FILM;BUCCAL,EQ 4.2MG BASE;EQ 0.7MG BASE
34733,BUNAVAIL,BUPRENORPHINE HYDROCHLORIDE; NALOXONE HYDROCHLORIDE,USA,FILM;BUCCAL,EQ 6.3MG BASE;EQ 1MG BASE
34734,ASMANEX HFA,MOMETASONE FUROATE,USA,"AEROSOL, METERED;INHALATION",0.10MG/INH
34735,ASMANEX HFA,MOMETASONE FUROATE,USA,"AEROSOL, METERED;INHALATION",0.20MG/INH
34736,ASMANEX HFA,MOMETASONE FUROATE,USA,"AEROSOL, METERED;INHALATION",0.05MG/INH
34737,TIGECYCLINE,TIGECYCLINE,USA,POWDER;INTRAVENOUS,50MG/VIAL
34738,IBUPROFEN,IBUPROFEN,USA,SUSPENSION;ORAL,100MG/5ML
34739,PALONOSETRON HYDROCHLORIDE,PALONOSETRON HYDROCHLORIDE,USA,INJECTABLE;INTRAVENOUS,EQ 0.25MG BASE/5ML (EQ 0.05MG BASE/ML)
34740,PALONOSETRON HYDROCHLORIDE,PALONOSETRON HYDROCHLORIDE,USA,INJECTABLE;INTRAVENOUS,EQ 0.075MG BASE/1.5ML (EQ 0.05MG BASE/ML)
34741,XIGDUO XR,DAPAGLIFLOZIN; METFORMIN HYDROCHLORIDE,USA,"TABLET, EXTENDED RELEASE;ORAL",5MG;500MG
34742,XIGDUO XR,DAPAGLIFLOZIN; METFORMIN HYDROCHLORIDE,USA,"TABLET, EXTENDED RELEASE;ORAL",5MG;1GM
34743,XIGDUO XR,DAPAGLIFLOZIN; METFORMIN HYDROCHLORIDE,USA,"TABLET, EXTENDED RELEASE;ORAL",10MG;500MG
34744,XIGDUO XR,DAPAGLIFLOZIN; METFORMIN HYDROCHLORIDE,USA,"TABLET, EXTENDED RELEASE;ORAL",10MG;1GM
34745,XIGDUO XR,DAPAGLIFLOZIN; METFORMIN HYDROCHLORIDE,USA,"TABLET, EXTENDED RELEASE;ORAL",2.5MG;1GM
34746,PYRIDOSTIGMINE BROMIDE,PYRIDOSTIGMINE BROMIDE,USA,TABLET;ORAL,60MG
34747,NEVIRAPINE,NEVIRAPINE,USA,"TABLET, EXTENDED RELEASE;ORAL",400MG
34748,MESALAMINE,MESALAMINE,USA,SUPPOSITORY;RECTAL,1GM
34749,ROCURONIUM BROMIDE,ROCURONIUM BROMIDE,USA,INJECTABLE;INJECTION,50MG/5ML (10MG/ML)
34750,ROCURONIUM BROMIDE,ROCURONIUM BROMIDE,USA,INJECTABLE;INJECTION,100MG/10ML (10MG/ML)
34751,"HYDROCODONE BITARTRATE, CHLORPHENIRAMINE MALEATE AND PSEUDOEPHEDRINE HYDROCHLORIDE",CHLORPHENIRAMINE MALEATE; HYDROCODONE BITARTRATE; PSEUDOEPHEDRINE HYDROCHLORIDE,USA,SOLUTION;ORAL,4MG/5ML;5MG/5ML;60MG/5ML
34752,HYDROCODONE BITARTRATE AND PSEUDOEPHEDRINE HYDROCHLORIDE,HYDROCODONE BITARTRATE; PSEUDOEPHEDRINE HYDROCHLORIDE,USA,SOLUTION;ORAL,5MG/5ML;60MG/5ML
34753,ACYCLOVIR,ACYCLOVIR,USA,OINTMENT;TOPICAL,5%
34754,METHENAMINE HIPPURATE,METHENAMINE HIPPURATE,USA,TABLET;ORAL,1GM
34755,LITHIUM CARBONATE,LITHIUM CARBONATE,USA,"TABLET, EXTENDED RELEASE;ORAL",450MG
34756,AZITHROMYCIN,AZITHROMYCIN,USA,FOR SUSPENSION;ORAL,EQ 100MG BASE/5ML
34757,AZITHROMYCIN,AZITHROMYCIN,USA,FOR SUSPENSION;ORAL,EQ 200MG BASE/5ML
34758,FOSINOPRIL SODIUM,FOSINOPRIL SODIUM,USA,TABLET;ORAL,10MG
34759,FOSINOPRIL SODIUM,FOSINOPRIL SODIUM,USA,TABLET;ORAL,20MG
34760,FOSINOPRIL SODIUM,FOSINOPRIL SODIUM,USA,TABLET;ORAL,40MG
34761,BUSULFAN,BUSULFAN,USA,INJECTABLE;INJECTION,6MG/ML
34762,DEXTROAMPHETAMINE SULFATE,DEXTROAMPHETAMINE SULFATE,USA,"CAPSULE, EXTENDED RELEASE;ORAL",5MG
34763,DEXTROAMPHETAMINE SULFATE,DEXTROAMPHETAMINE SULFATE,USA,"CAPSULE, EXTENDED RELEASE;ORAL",10MG
34764,DEXTROAMPHETAMINE SULFATE,DEXTROAMPHETAMINE SULFATE,USA,"CAPSULE, EXTENDED RELEASE;ORAL",15MG
34765,PANTOPRAZOLE SODIUM,PANTOPRAZOLE SODIUM,USA,INJECTABLE;IV (INFUSION),EQ 40MG BASE/VIAL
34766,HETLIOZ,TASIMELTEON,USA,CAPSULE;ORAL,20MG
34767,DRONEDARONE HYDROCHLORIDE,DRONEDARONE HYDROCHLORIDE,USA,TABLET;ORAL,400MG
34768,MONTELUKAST SODIUM,MONTELUKAST SODIUM,USA,TABLET;ORAL,EQ 10MG BASE
34769,TOBRAMYCIN SULFATE,TOBRAMYCIN SULFATE,USA,INJECTABLE;INJECTION,EQ 1.2GM BASE/VIAL
34770,AMMONIA N 13,AMMONIA N-13,USA,INJECTABLE;INTRAVENOUS,3.75mCi-260mCi/ML
34771,GUANFACINE HYDROCHLORIDE,GUANFACINE HYDROCHLORIDE,USA,"TABLET, EXTENDED RELEASE;ORAL",EQ 1MG BASE
34772,GUANFACINE HYDROCHLORIDE,GUANFACINE HYDROCHLORIDE,USA,"TABLET, EXTENDED RELEASE;ORAL",EQ 2MG BASE
34773,GUANFACINE HYDROCHLORIDE,GUANFACINE HYDROCHLORIDE,USA,"TABLET, EXTENDED RELEASE;ORAL",EQ 3MG BASE
34774,GUANFACINE HYDROCHLORIDE,GUANFACINE HYDROCHLORIDE,USA,"TABLET, EXTENDED RELEASE;ORAL",EQ 4MG BASE
34775,CHOLINE C-11,CHOLINE C-11,USA,INJECTABLE;INTRAVENOUS,4-100mCi/ML
34776,BASAGLAR,INSULIN GLARGINE,USA,SOLUTION;SUBCUTANEOUS,300 UNITS/3ML (100 UNITS/ML)
34777,VANCOMYCIN HYDROCHLORIDE,VANCOMYCIN HYDROCHLORIDE,USA,INJECTABLE;INJECTION,EQ 500MG BASE/VIAL
34778,VANCOMYCIN HYDROCHLORIDE,VANCOMYCIN HYDROCHLORIDE,USA,INJECTABLE;INJECTION,EQ 1GM BASE/VIAL
34779,MONTELUKAST SODIUM,MONTELUKAST SODIUM,USA,"TABLET, CHEWABLE;ORAL",EQ 4MG BASE
34780,MONTELUKAST SODIUM,MONTELUKAST SODIUM,USA,"TABLET, CHEWABLE;ORAL",EQ 5MG BASE
34781,CYTARABINE,CYTARABINE,USA,INJECTABLE;INJECTION,100MG/ML
34782,BOSENTAN,BOSENTAN,USA,TABLET;ORAL,62.5MG
34783,BOSENTAN,BOSENTAN,USA,TABLET;ORAL,125MG
34784,TRAMADOL HYDROCHLORIDE,TRAMADOL HYDROCHLORIDE,USA,TABLET;ORAL,50MG
34785,ESMOLOL HYDROCHLORIDE IN PLASTIC CONTAINER,ESMOLOL HYDROCHLORIDE,USA,SOLUTION;INTRAVENOUS,2.5GM/250ML (10MG/ML)
34786,ESMOLOL HYDROCHLORIDE DOUBLE STRENGTH IN PLASTIC CONTAINER,ESMOLOL HYDROCHLORIDE,USA,SOLUTION;INTRAVENOUS,2GM/100ML (20MG/ML)
34787,"NITROUS OXIDE, USP",NITROUS OXIDE,USA,GAS;INHALATION,N/A
34788,AMOXICILLIN AND CLAVULANATE POTASSIUM,AMOXICILLIN; CLAVULANATE POTASSIUM,USA,TABLET;ORAL,250MG;EQ 125MG BASE
34789,AMOXICILLIN AND CLAVULANATE POTASSIUM,AMOXICILLIN; CLAVULANATE POTASSIUM,USA,TABLET;ORAL,500MG;EQ 125MG BASE
34790,ETHACRYNIC ACID,ETHACRYNIC ACID,USA,TABLET;ORAL,25MG
34791,BUDESONIDE,BUDESONIDE,USA,SUSPENSION;INHALATION,0.25MG/2ML
34792,BUDESONIDE,BUDESONIDE,USA,SUSPENSION;INHALATION,0.5MG/2ML
34793,BUDESONIDE,BUDESONIDE,USA,SUSPENSION;INHALATION,1MG/2ML
34794,"MEDICAL AIR, USP",MEDICAL AIR,USA,GAS;INHALATION,N/A
34795,"OXYGEN, USP",OXYGEN,USA,GAS;INHALATION,N/A
34796,"OXYGEN, USP",OXYGEN,USA,GAS;INHALATION,N/A
34797,AKYNZEO,NETUPITANT; PALONOSETRON HYDROCHLORIDE,USA,CAPSULE;ORAL,300MG;EQ 0.5MG BASE
34798,PACLITAXEL,PACLITAXEL,USA,INJECTABLE;INJECTION,6MG/ML
34799,TIGECYCLINE,TIGECYCLINE,USA,POWDER;INTRAVENOUS,50MG/VIAL
34800,DIPHENHYDRAMINE HYDROCHLORIDE,DIPHENHYDRAMINE HYDROCHLORIDE,USA,INJECTABLE;INJECTION,50MG/ML
34801,ITRACONAZOLE,ITRACONAZOLE,USA,CAPSULE;ORAL,100MG
34802,SODIUM POLYSTYRENE SULFONATE,SODIUM POLYSTYRENE SULFONATE,USA,"POWDER;ORAL, RECTAL",454GM/BOT
34803,HYDROCODONE BITARTRATE AND HOMATROPINE METHYLBROMIDE,HOMATROPINE METHYLBROMIDE; HYDROCODONE BITARTRATE,USA,SYRUP;ORAL,1.5MG/5ML;5MG/5ML
34804,"OXYGEN, USP",OXYGEN,USA,GAS;INHALATION,N/A
34805,"NITROGEN, NF",NITROGEN,USA,GAS;INHALATION,N/A
34806,VELTASSA,PATIROMER SORBITEX CALCIUM,USA,POWDER;ORAL,EQ 8.4GM BASE/PACKET
34807,VELTASSA,PATIROMER SORBITEX CALCIUM,USA,POWDER;ORAL,EQ 16.8GM BASE/PACKET
34808,VELTASSA,PATIROMER SORBITEX CALCIUM,USA,POWDER;ORAL,EQ 25.2GM BASE/PACKET
34809,ENTECAVIR,ENTECAVIR,USA,TABLET;ORAL,0.5MG
34810,ENTECAVIR,ENTECAVIR,USA,TABLET;ORAL,1MG
34811,GLYCEROL PHENYLBUTYRATE,GLYCEROL PHENYLBUTYRATE,USA,LIQUID;ORAL,1.1GRAMS/ML
34812,CITRIC ACID; MAGNESIUM OXIDE; SODIUM PICOSULFATE,CITRIC ACID; MAGNESIUM OXIDE; SODIUM PICOSULFATE,USA,FOR SOLUTION;ORAL,12GM/PACKET;3.5GM/PACKET;10MG/PACKET
34813,HUMALOG KWIKPEN,INSULIN LISPRO RECOMBINANT,USA,SOLUTION;SUBCUTANEOUS,200 UNITS/ML
34814,ZOLEDRONIC,ZOLEDRONIC ACID,USA,INJECTABLE;INTRAVENOUS,EQ 4MG BASE/100ML
34815,ZOLEDRONIC ACID,ZOLEDRONIC ACID,USA,INJECTABLE;IV (INFUSION),EQ 4MG BASE/100ML
34816,CHOLBAM,CHOLIC ACID,USA,CAPSULE;ORAL,50MG
34817,CHOLBAM,CHOLIC ACID,USA,CAPSULE;ORAL,250MG
34818,ZYKADIA,CERITINIB,USA,CAPSULE;ORAL,150MG
34819,METHYLPHENIDATE HYDROCHLORIDE,METHYLPHENIDATE HYDROCHLORIDE,USA,"TABLET, CHEWABLE;ORAL",2.5MG
34820,METHYLPHENIDATE HYDROCHLORIDE,METHYLPHENIDATE HYDROCHLORIDE,USA,"TABLET, CHEWABLE;ORAL",5MG
34821,METHYLPHENIDATE HYDROCHLORIDE,METHYLPHENIDATE HYDROCHLORIDE,USA,"TABLET, CHEWABLE;ORAL",10MG
34822,MORPHINE SULFATE,MORPHINE SULFATE,USA,INJECTABLE;INJECTION,4MG/ML
34823,MORPHINE SULFATE,MORPHINE SULFATE,USA,INJECTABLE;INJECTION,8MG/ML
34824,MORPHINE SULFATE,MORPHINE SULFATE,USA,INJECTABLE;INJECTION,10MG/ML
34825,RABEPRAZOLE SODIUM,RABEPRAZOLE SODIUM,USA,"TABLET, DELAYED RELEASE;ORAL",20MG
34826,TRI-LO-MILI,ETHINYL ESTRADIOL; NORGESTIMATE,USA,TABLET;ORAL-28,"0.025MG,0.025MG,0.025MG;0.18MG,0.215MG,0.25MG"
34827,"CARBON DIOXIDE, USP",CARBON DIOXIDE,USA,GAS;INHALATION,N/A
34828,"MEDICAL AIR, USP",MEDICAL AIR,USA,GAS;INHALATION,N/A
34829,"NITROGEN, NF",NITROGEN,USA,GAS;INHALATION,N/A
34830,"OXYGEN, USP",OXYGEN,USA,GAS;INHALATION,N/A
34831,ACYCLOVIR SODIUM,ACYCLOVIR SODIUM,USA,INJECTABLE;INJECTION,EQ 500MG BASE/VIAL
34832,ACYCLOVIR SODIUM,ACYCLOVIR SODIUM,USA,INJECTABLE;INJECTION,EQ 1GM BASE/VIAL
34833,CALCIPOTRIENE,CALCIPOTRIENE,USA,CREAM;TOPICAL,0.01%
34834,RASUVO,METHOTREXATE,USA,SOLUTION;SUBCUTANEOUS,7.5MG/0.15ML (7.5MG/0.15ML)
34835,RASUVO,METHOTREXATE,USA,SOLUTION;SUBCUTANEOUS,10MG/0.20ML (10MG/0.20ML)
34836,RASUVO,METHOTREXATE,USA,SOLUTION;SUBCUTANEOUS,12.5MG/0.25ML (12.5MG/0.25ML)
34837,RASUVO,METHOTREXATE,USA,SOLUTION;SUBCUTANEOUS,15MG/0.30ML (15MG/0.30ML)
34838,RASUVO,METHOTREXATE,USA,SOLUTION;SUBCUTANEOUS,17.5MG/0.35ML (17.5MG/0.35ML)
34839,RASUVO,METHOTREXATE,USA,SOLUTION;SUBCUTANEOUS,20MG/0.4ML (20MG/0.4ML)
34840,RASUVO,METHOTREXATE,USA,SOLUTION;SUBCUTANEOUS,22.5MG/0.45ML (22.5MG/0.45ML)
34841,RASUVO,METHOTREXATE,USA,SOLUTION;SUBCUTANEOUS,25MG/0.5ML (25MG/0.5ML)
34842,RASUVO,METHOTREXATE,USA,SOLUTION;SUBCUTANEOUS,27.5MG/0.55ML (27.5MG/0.55ML)
34843,RASUVO,METHOTREXATE,USA,SOLUTION;SUBCUTANEOUS,30MG/0.6ML (30MG/0.6ML)
34844,TARGINIQ,NALOXONE HYDROCHLORIDE; OXYCODONE HYDROCHLORIDE,USA,"TABLET, EXTENDED RELEASE;ORAL",5MG;10MG
34845,TARGINIQ,NALOXONE HYDROCHLORIDE; OXYCODONE HYDROCHLORIDE,USA,"TABLET, EXTENDED RELEASE;ORAL",10MG;20MG
34846,TARGINIQ,NALOXONE HYDROCHLORIDE; OXYCODONE HYDROCHLORIDE,USA,"TABLET, EXTENDED RELEASE;ORAL",20MG;40MG
34847,VANCOMYCIN HYDROCHLORIDE,VANCOMYCIN HYDROCHLORIDE,USA,INJECTABLE;INJECTION,EQ 5GM BASE/VIAL
34848,VANCOMYCIN HYDROCHLORIDE,VANCOMYCIN HYDROCHLORIDE,USA,INJECTABLE;INJECTION,EQ 10GM BASE/VIAL
34849,VANCOMYCIN HYDROCHLORIDE,VANCOMYCIN HYDROCHLORIDE,USA,INJECTABLE;INJECTION,EQ 500MG BASE/VIAL
34850,VANCOMYCIN HYDROCHLORIDE,VANCOMYCIN HYDROCHLORIDE,USA,INJECTABLE;INJECTION,EQ 1GM BASE/VIAL
34851,TESTOSTERONE,TESTOSTERONE,USA,GEL;TRANSDERMAL,1.62% (20.25MG/1.25GM PACKET)
34852,TESTOSTERONE,TESTOSTERONE,USA,GEL;TRANSDERMAL,1.62% (40.5MG/2.5GM PACKET)
34853,TRIAMCINOLONE ACETONIDE,TRIAMCINOLONE ACETONIDE,USA,SPRAY;TOPICAL,0.147MG/GM
34854,MEMANTINE HYDROCHLORIDE,MEMANTINE HYDROCHLORIDE,USA,"CAPSULE, EXTENDED RELEASE;ORAL",7MG
34855,MEMANTINE HYDROCHLORIDE,MEMANTINE HYDROCHLORIDE,USA,"CAPSULE, EXTENDED RELEASE;ORAL",14MG
34856,MEMANTINE HYDROCHLORIDE,MEMANTINE HYDROCHLORIDE,USA,"CAPSULE, EXTENDED RELEASE;ORAL",21MG
34857,MEMANTINE HYDROCHLORIDE,MEMANTINE HYDROCHLORIDE,USA,"CAPSULE, EXTENDED RELEASE;ORAL",28MG
34858,ISENTRESS,RALTEGRAVIR POTASSIUM,USA,POWDER;ORAL,EQ 100MG BASE/PACKET
34859,EVZIO,NALOXONE HYDROCHLORIDE,USA,"SOLUTION;INTRAMUSCULAR, SUBCUTANEOUS",0.4MG/0.4ML (0.4MG/0.4ML)
34860,URSODIOL,URSODIOL,USA,CAPSULE;ORAL,200MG
34861,URSODIOL,URSODIOL,USA,CAPSULE;ORAL,400MG
34862,PRASUGREL,PRASUGREL HYDROCHLORIDE,USA,TABLET;ORAL,EQ 5MG BASE
34863,PRASUGREL,PRASUGREL HYDROCHLORIDE,USA,TABLET;ORAL,EQ 10MG BASE
34864,SILDENAFIL CITRATE,SILDENAFIL CITRATE,USA,TABLET;ORAL,EQ 25MG BASE
34865,SILDENAFIL CITRATE,SILDENAFIL CITRATE,USA,TABLET;ORAL,EQ 50MG BASE
34866,ENTACAPONE,ENTACAPONE,USA,TABLET;ORAL,200MG
34867,BUPROPION HYDROCHLORIDE,BUPROPION HYDROCHLORIDE,USA,"TABLET, EXTENDED RELEASE;ORAL",100MG
34868,BUPROPION HYDROCHLORIDE,BUPROPION HYDROCHLORIDE,USA,"TABLET, EXTENDED RELEASE;ORAL",150MG
34869,BUPROPION HYDROCHLORIDE,BUPROPION HYDROCHLORIDE,USA,"TABLET, EXTENDED RELEASE;ORAL",200MG
34870,"MEDICAL AIR, USP",MEDICAL AIR,USA,GAS;INHALATION,N/A
34871,MIRTAZAPINE,MIRTAZAPINE,USA,"TABLET, ORALLY DISINTEGRATING;ORAL",15MG
34872,MIRTAZAPINE,MIRTAZAPINE,USA,"TABLET, ORALLY DISINTEGRATING;ORAL",30MG
34873,MIRTAZAPINE,MIRTAZAPINE,USA,"TABLET, ORALLY DISINTEGRATING;ORAL",45MG
34874,RITONAVIR,RITONAVIR,USA,CAPSULE;ORAL,100MG
34875,"MEDICAL AIR, USP",MEDICAL AIR,USA,GAS;INHALATION,N/A
34876,"MEDICAL AIR, USP",MEDICAL AIR,USA,GAS;INHALATION,N/A
34877,"NITROGEN, NF",NITROGEN,USA,GAS;INHALATION,N/A
34878,BUPRENORPHINE HYDROCHLORIDE AND NALOXONE HYDROCHLORIDE,BUPRENORPHINE HYDROCHLORIDE; NALOXONE HYDROCHLORIDE,USA,"FILM;BUCCAL, SUBLINGUAL",EQ 4MG BASE;EQ 1MG BASE
34879,BUPRENORPHINE HYDROCHLORIDE AND NALOXONE HYDROCHLORIDE,BUPRENORPHINE HYDROCHLORIDE; NALOXONE HYDROCHLORIDE,USA,"FILM;BUCCAL, SUBLINGUAL",EQ 12MG BASE;EQ 3MG BASE
34880,GABAPENTIN,GABAPENTIN,USA,TABLET;ORAL,600MG
34881,GABAPENTIN,GABAPENTIN,USA,TABLET;ORAL,800MG
34882,"MEDICAL AIR, USP",MEDICAL AIR,USA,GAS;INHALATION,N/A
34883,DOXYLAMINE SUCCINATE AND PYRIDOXINE HYDROCHLORIDE,DOXYLAMINE SUCCINATE; PYRIDOXINE HYDROCHLORIDE,USA,"TABLET, DELAYED RELEASE;ORAL",10MG;10MG
34884,HYDROMORPHONE HYDROCHLORIDE,HYDROMORPHONE HYDROCHLORIDE,USA,TABLET;ORAL,2MG
34885,HYDROMORPHONE HYDROCHLORIDE,HYDROMORPHONE HYDROCHLORIDE,USA,TABLET;ORAL,4MG
34886,HYDROMORPHONE HYDROCHLORIDE,HYDROMORPHONE HYDROCHLORIDE,USA,TABLET;ORAL,8MG
34887,"CARBON DIOXIDE, USP",CARBON DIOXIDE,USA,GAS;INHALATION,N/A
34888,"NITROGEN, NF",NITROGEN,USA,GAS;INHALATION,N/A
34889,"OXYGEN, USP",OXYGEN,USA,GAS;INHALATION,N/A
34890,"OXYGEN, USP",OXYGEN,USA,GAS;INHALATION,N/A
34891,"HELIUM, USP",HELIUM,USA,GAS;INHALATION,N/A
34892,"OXYGEN, USP",OXYGEN,USA,GAS;INHALATION,N/A
34893,"MEDICAL AIR, USP",MEDICAL AIR,USA,GAS;INHALATION,N/A
34894,QUINAPRIL HYDROCHLORIDE,QUINAPRIL HYDROCHLORIDE,USA,TABLET;ORAL,EQ 5MG BASE
34895,QUINAPRIL HYDROCHLORIDE,QUINAPRIL HYDROCHLORIDE,USA,TABLET;ORAL,EQ 10MG BASE
34896,QUINAPRIL HYDROCHLORIDE,QUINAPRIL HYDROCHLORIDE,USA,TABLET;ORAL,EQ 20MG BASE
34897,QUINAPRIL HYDROCHLORIDE,QUINAPRIL HYDROCHLORIDE,USA,TABLET;ORAL,EQ 40MG BASE
